image,emotion,a_down_mouth,a_left_eye,a_left_mouth_nose,a_mouth_last_nose,a_right_mouth,a_right_mouth_nose,a_top_mouth,circum_mouth,d_left_eye,d_top_left_eye_eyebrow,w_mouth
facial-expressions_2868585k.jpg,7,-1.3746338119427963,0.7483780475235182,-1.2211645530340798,1.4164014546071533,-1.2196048576750964,-1.4040114181027283,0.9253702925639086,138.8053056126126,32.14031735997639,23.430749027719962,73.10950690573696
facial-expressions_2868582k.jpg,3,-0.703718336075114,0.933725997519213,-1.069192272605776,1.045027792805706,-0.5351586982996739,-1.2645716290950946,0.32747832110846553,138.31380341747055,32.38826948140329,22.67156809750927,79.00632886041473
Aaron_Guiel_0001.jpg,4,-1.0358539729039875,0.9324765187858508,-1.1337696464273024,1.2345540333327545,-0.8029804492556578,-1.3755050144254253,0.4313132591838198,168.89207969909725,37.48332962798263,25.0,87.36704184073076
Aaron_Peirsol_0001.jpg,4,-1.160099792550301,0.6986598247214632,-0.8517401851599403,0.5748454680748118,-0.5585360562343351,-0.984690774215583,-0.07838690954868682,146.66105975786948,31.016124838541646,21.18962010041709,78.00640999302557
Aaron_Peirsol_0002.jpg,4,-1.1415331949468004,0.9472355946358713,-0.933624247417814,1.1296168463799159,-0.7636860492513527,-1.388160568879098,0.27935173647070244,135.81809340234634,34.23448553724738,25.495097567963924,72.0
Aaron_Peirsol_0003.jpg,4,-1.1815328757905994,0.7717003900245826,-0.8260996548762507,0.677652936904568,-0.6298423111385265,-0.9906060643074301,0.04557103355761764,150.52629373349734,29.017236257093817,22.47220505424423,78.40918313565064
Aaron_Sorkin_0001.jpg,4,-1.3435410661757152,0.5485494024505281,-0.8361160526442442,0.8904947375293779,-0.8636424978605635,-1.3632433466707652,0.2457040014909561,170.99152617731295,35.05709628591621,22.20360331117452,90.00555538409837
Aaron_Sorkin_0002.jpg,4,-1.2164829139020092,0.5461665634337878,-0.9395296583775803,0.5731704409275212,-0.6281288782831601,-0.8935308786914775,0.07408292254903374,191.2812834359729,34.23448553724738,18.867962264113206,101.31633629380802
Abbas_Kiarostami_0001.jpg,5,-0.3834933812158033,0.8195312429042267,-0.9794687147194153,1.5300026439270313,-0.618644350924747,-1.6543576384737926,0.6823165548747481,126.51826896302438,34.23448553724738,33.54101966249684,75.16648189186454
Abdel_Madi_Shabneh_0001.jpg,5,-0.9707202113546585,0.8542546526984929,-1.1972635208476554,1.1051704810076888,-0.521973211582581,-1.322673019945591,0.06722829672213161,126.69531081220298,33.734255586866,20.518284528683193,72.44308110509934
Abdel_Nasser_Assidi_0001.jpg,5,-0.3365862611156161,0.8818719385800351,-1.1975387618958766,1.6783124960487799,-0.5779678174549364,-1.3575918074054423,0.8016004491762972,107.76654064489156,34.132096331752024,28.319604517012593,64.38167441127949
Abdel_Nasser_Assidi_0002.jpg,5,-0.4961805053476051,1.1459641638755542,-1.1937708601569266,1.4328451367174067,-0.4892361725325896,-1.438737324420635,0.5183339866502997,99.70335925829897,31.32091952673165,23.430749027719962,58.52349955359813
Abdulaziz_Kamilov_0001.jpg,5,-0.46994815569178855,1.006445226072467,-0.9679967094804147,1.434632357397175,-0.4335616529122214,-1.538230524445933,0.3414848343182515,104.60132358359022,33.24154027718932,28.30194339616981,61.39218191268331
