,user_id,image,emotion
0,628,facial-expressions_2868588k.jpg,anger
1,628,facial-expressions_2868585k.jpg,surprise
2,628,facial-expressions_2868584k.jpg,disgust
3,628,facial-expressions_2868582k.jpg,fear
4,dwdii,Aaron_Eckhart_0001.jpg,neutral
5,302,Aaron_Guiel_0001.jpg,happiness
6,302,Aaron_Patterson_0001.jpg,neutral
7,302,Aaron_Peirsol_0001.jpg,happiness
8,302,Aaron_Peirsol_0002.jpg,happiness
9,302,Aaron_Peirsol_0003.jpg,happiness
10,302,Aaron_Peirsol_0004.jpg,neutral
11,302,Aaron_Pena_0001.jpg,neutral
12,302,Aaron_Sorkin_0001.jpg,happiness
13,302,Aaron_Sorkin_0002.jpg,happiness
14,302,Aaron_Tippin_0001.jpg,neutral
15,302,Abbas_Kiarostami_0001.jpg,neutral
16,302,Abba_Eban_0001.jpg,happiness
17,302,Abdel_Aziz_Al-Hakim_0001.jpg,neutral
18,302,Abdel_Madi_Shabneh_0001.jpg,neutral
19,302,Abdel_Nasser_Assidi_0001.jpg,neutral
20,302,Abdel_Nasser_Assidi_0002.jpg,neutral
21,302,Abdoulaye_Wade_0001.jpg,neutral
22,302,Abdoulaye_Wade_0002.jpg,happiness
23,302,Abdoulaye_Wade_0003.jpg,neutral
24,302,Abdoulaye_Wade_0004.jpg,happiness
25,302,Abdulaziz_Kamilov_0001.jpg,neutral
26,302,Abdullah_0001.jpg,neutral
27,302,Abdullah_0002.jpg,neutral
28,302,Abdullah_0003.jpg,neutral
29,302,Abdullah_0004.jpg,neutral
30,302,Abdullah_Ahmad_Badawi_0001.jpg,happiness
31,302,Abdullah_al-Attiyah_0003.jpg,neutral
32,302,Abdullah_Gul_0001.jpg,neutral
33,302,Abdullah_Gul_0002.jpg,happiness
34,302,Abdullah_Gul_0003.jpg,happiness
35,302,Abdullah_Gul_0004.jpg,happiness
36,302,Abdullah_Gul_0005.jpg,happiness
37,302,Abdullah_Gul_0006.jpg,neutral
38,302,Abdullah_Gul_0007.jpg,neutral
39,302,Abdullah_Gul_0008.jpg,neutral
40,302,Abdullah_Gul_0009.jpg,neutral
41,302,Abdullah_Gul_0010.jpg,neutral
42,302,Abdullah_Gul_0011.jpg,neutral
43,302,Abdullah_Gul_0012.jpg,happiness
44,302,Abdullah_Gul_0013.jpg,neutral
45,302,Abdullah_Gul_0014.jpg,neutral
46,302,Abdullah_Gul_0016.jpg,neutral
47,302,Abdullah_Gul_0017.jpg,neutral
48,302,Abdullah_Gul_0018.jpg,neutral
49,302,Abdullah_Gul_0019.jpg,neutral
50,302,Abdullah_Nasseef_0001.jpg,surprise
51,302,Abdullatif_Sener_0001.jpg,neutral
52,302,Abdullatif_Sener_0002.jpg,neutral
53,302,Abdul_Rahman_0001.jpg,neutral
54,302,Abel_Aguilar_0001.jpg,neutral
55,302,Abel_Pacheco_0001.jpg,neutral
56,302,Abel_Pacheco_0002.jpg,neutral
57,302,Abel_Pacheco_0003.jpg,neutral
58,302,Abel_Pacheco_0004.jpg,neutral
59,302,Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,happiness
60,302,Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,neutral
61,302,Abner_Martinez_0001.jpg,happiness
62,302,Abraham_Foxman_0001.jpg,neutral
63,302,Aby_Har-Even_0001.jpg,neutral
64,302,Adam_Ant_0001.jpg,neutral
65,302,Adam_Freier_0001.jpg,neutral
66,302,Adam_Herbert_0001.jpg,neutral
67,302,Adam_Kennedy_0001.jpg,neutral
68,302,Adam_Mair_0001.jpg,surprise
69,302,Adam_Rich_0001.jpg,neutral
70,302,Adam_Sandler_0001.jpg,neutral
71,302,Adam_Sandler_0002.jpg,neutral
72,302,Adam_Sandler_0003.jpg,neutral
73,302,Adam_Sandler_0004.jpg,happiness
74,302,Adam_Scott_0001.jpg,neutral
75,302,Adam_Scott_0002.jpg,neutral
76,302,Adelina_Avila_0001.jpg,neutral
77,302,Adel_Al-Jubeir_0001.jpg,neutral
78,302,Adel_Al-Jubeir_0002.jpg,neutral
79,302,Adel_Al-Jubeir_0003.jpg,neutral
80,302,Adisai_Bodharamik_0001.jpg,neutral
81,302,Adolfo_Aguilar_Zinser_0001.jpg,neutral
82,302,Adolfo_Aguilar_Zinser_0002.jpg,neutral
83,302,Adolfo_Aguilar_Zinser_0003.jpg,neutral
84,302,Adolfo_Rodriguez_Saa_0001.jpg,happiness
85,302,Adolfo_Rodriguez_Saa_0002.jpg,happiness
86,302,Adoor_Gopalakarishnan_0001.jpg,neutral
87,302,Adriana_Lima_0001.jpg,neutral
88,302,Adriana_Perez_Navarro_0001.jpg,happiness
89,302,Adrianna_Zuzic_0001.jpg,neutral
90,302,Adrian_Annus_0001.jpg,neutral
91,302,Adrian_Fernandez_0001.jpg,neutral
92,302,Adrian_McPherson_0001.jpg,neutral
93,302,Adrian_McPherson_0002.jpg,neutral
94,302,Adrian_Murrell_0001.jpg,neutral
95,302,Adrian_Nastase_0001.jpg,neutral
96,302,Adrian_Nastase_0002.jpg,neutral
97,302,Adrien_Brody_0001.jpg,happiness
98,302,Adrien_Brody_0002.jpg,neutral
99,302,Adrien_Brody_0003.jpg,happiness
100,302,Adrien_Brody_0004.jpg,happiness
101,302,Adrien_Brody_0005.jpg,neutral
102,302,Adrien_Brody_0006.jpg,happiness
103,302,Adrien_Brody_0007.jpg,happiness
104,302,Adrien_Brody_0008.jpg,neutral
105,302,Adrien_Brody_0009.jpg,happiness
106,302,Adrien_Brody_0010.jpg,happiness
107,302,Adrien_Brody_0011.jpg,happiness
108,302,Adrien_Brody_0012.jpg,neutral
109,302,Afton_Smith_0001.jpg,happiness
110,302,Agbani_Darego_0001.jpg,neutral
111,302,Agnelo_Queiroz_0001.jpg,neutral
112,302,Agnes_Bruckner_0001.jpg,neutral
113,302,Ahmad_Jbarah_0001.jpg,neutral
114,302,Ahmad_Masood_0001.jpg,neutral
115,302,Ahmad_Masood_0002.jpg,neutral
116,302,Ahmed_Ahmed_0001.jpg,happiness
117,302,Ahmed_Chalabi_0001.jpg,neutral
118,302,Ahmed_Chalabi_0002.jpg,neutral
119,302,Ahmed_Chalabi_0003.jpg,neutral
120,302,Ahmed_Chalabi_0004.jpg,happiness
121,302,Ahmed_Chalabi_0005.jpg,neutral
122,302,Ahmed_Ghazi_0001.jpg,neutral
123,302,Ahmed_Ibrahim_Bilal_0001.jpg,neutral
124,302,Ahmed_Lopez_0001.jpg,neutral
125,302,Ahmed_Qureia_0001.jpg,happiness
126,302,Ahmet_Demir_0001.jpg,neutral
127,302,Ahmet_Necdet_Sezer_0001.jpg,neutral
128,302,Ahmet_Necdet_Sezer_0002.jpg,neutral
129,302,Aicha_El_Ouafi_0001.jpg,neutral
130,302,Aicha_El_Ouafi_0002.jpg,neutral
131,302,Aicha_El_Ouafi_0003.jpg,neutral
132,302,Aidan_Quinn_0001.jpg,neutral
133,302,Aileen_Riggin_Soule_0001.jpg,happiness
134,302,Ainsworth_Dyer_0001.jpg,neutral
135,302,Ain_Seppik_0001.jpg,neutral
136,302,Aishwarya_Rai_0001.jpg,happiness
137,302,Aitor_Gonzalez_0001.jpg,happiness
138,302,Aitor_Gonzalez_0002.jpg,happiness
139,302,Aiysha_Smith_0001.jpg,neutral
140,302,Ai_Sugiyama_0001.jpg,happiness
141,302,Ai_Sugiyama_0002.jpg,happiness
142,302,Ai_Sugiyama_0003.jpg,happiness
143,302,Ai_Sugiyama_0004.jpg,happiness
144,302,Ai_Sugiyama_0005.jpg,happiness
145,302,Ajit_Agarkar_0001.jpg,happiness
146,302,AJ_Cook_0001.jpg,happiness
147,302,AJ_Lamas_0001.jpg,happiness
148,302,Akbar_Al_Baker_0001.jpg,happiness
149,302,Akbar_Hashemi_Rafsanjani_0001.jpg,neutral
150,302,Akbar_Hashemi_Rafsanjani_0002.jpg,neutral
151,302,Akbar_Hashemi_Rafsanjani_0003.jpg,neutral
152,302,Akhmed_Zakayev_0001.jpg,neutral
153,302,Akhmed_Zakayev_0002.jpg,neutral
154,302,Akhmed_Zakayev_0003.jpg,neutral
155,302,Akiko_Morigami_0001.jpg,neutral
156,302,Akmal_Taher_0001.jpg,happiness
157,302,Alain_Cervantes_0001.jpg,sadness
158,302,Alain_Ducasse_0001.jpg,happiness
159,302,Alanis_Morissette_0001.jpg,happiness
160,302,Alanna_Ubach_0001.jpg,happiness
161,302,Alan_Ball_0001.jpg,happiness
162,302,Alan_Ball_0002.jpg,happiness
163,302,Alan_Dershowitz_0001.jpg,neutral
164,302,Alan_Dreher_0001.jpg,neutral
165,302,Alan_Greenspan_0002.jpg,happiness
166,302,Alan_Greenspan_0003.jpg,surprise
167,302,Alan_Greenspan_0004.jpg,neutral
168,302,Alan_Greenspan_0005.jpg,neutral
169,302,Alan_Greer_0001.jpg,neutral
170,302,Alan_Jackson_0001.jpg,happiness
171,302,Alan_Mulally_0001.jpg,neutral
172,302,Alan_Mulally_0002.jpg,happiness
173,302,Alan_Stonecipher_0001.jpg,neutral
174,302,Alan_Tang_Kwong-wing_0001.jpg,neutral
175,302,Alan_Trammell_0001.jpg,happiness
176,302,Alan_Zemaitis_0001.jpg,neutral
177,302,Alastair_Campbell_0001.jpg,neutral
178,302,Alastair_Campbell_0002.jpg,neutral
179,302,Alastair_Campbell_0003.jpg,neutral
180,302,Alastair_Campbell_0004.jpg,neutral
181,302,Alastair_Campbell_0005.jpg,neutral
182,302,Alastair_Johnston_0001.jpg,happiness
183,302,Albaro_Recoba_0001.jpg,neutral
184,302,Alberta_Lee_0001.jpg,happiness
185,302,Alberto_Acosta_0001.jpg,neutral
186,302,Alberto_Fujimori_0001.jpg,happiness
187,302,Alberto_Fujimori_0002.jpg,neutral
188,302,Alberto_Gonzales_0001.jpg,neutral
189,302,Alberto_Ruiz_Gallardon_0001.jpg,neutral
190,302,Alberto_Ruiz_Gallardon_0002.jpg,happiness
191,302,Alberto_Sordi_0001.jpg,happiness
192,302,Albert_Brooks_0001.jpg,happiness
193,302,Albert_Costa_0001.jpg,neutral
194,302,Albert_Costa_0002.jpg,neutral
195,302,Albert_Costa_0003.jpg,neutral
196,302,Albert_Costa_0004.jpg,neutral
197,302,Albert_Costa_0005.jpg,neutral
198,302,Albert_Costa_0006.jpg,neutral
199,302,Albert_Montanes_0001.jpg,neutral
200,302,Albert_Pujols_0001.jpg,happiness
201,302,Albrecht_Mentz_0001.jpg,neutral
202,302,Albrecht_Mentz_0002.jpg,neutral
203,302,Aldo_Paredes_0001.jpg,happiness
204,302,Aldo_Paredes_0002.jpg,happiness
205,302,Alecos_Markides_0001.jpg,neutral
206,302,Alec_Baldwin_0001.jpg,happiness
207,302,Alec_Baldwin_0002.jpg,happiness
208,302,Alec_Baldwin_0003.jpg,neutral
209,302,Alec_Baldwin_0004.jpg,neutral
210,302,Alejandro_Atchugarry_0001.jpg,neutral
211,302,Alejandro_Atchugarry_0002.jpg,neutral
212,302,Alejandro_Avila_0001.jpg,neutral
213,302,Alejandro_Avila_0002.jpg,neutral
214,302,Alejandro_Avila_0003.jpg,neutral
215,302,Alejandro_Fernandez_0001.jpg,happiness
216,302,Alejandro_Gonzalez_Inarritu_0001.jpg,happiness
217,302,Alejandro_Lembo_0001.jpg,happiness
218,302,Alejandro_Lerner_0001.jpg,neutral
219,302,Alejandro_Lopez_0001.jpg,happiness
220,302,Alejandro_Toledo_0001.jpg,neutral
221,302,Alejandro_Toledo_0002.jpg,neutral
222,302,Alejandro_Toledo_0003.jpg,neutral
223,302,Alejandro_Toledo_0004.jpg,anger
224,302,Alejandro_Toledo_0005.jpg,neutral
225,302,Alejandro_Toledo_0006.jpg,neutral
226,302,Alejandro_Toledo_0007.jpg,happiness
227,302,Alejandro_Toledo_0008.jpg,neutral
228,302,Alejandro_Toledo_0009.jpg,happiness
229,302,Alejandro_Toledo_0010.jpg,neutral
230,302,Alejandro_Toledo_0011.jpg,neutral
231,302,Alejandro_Toledo_0012.jpg,happiness
232,302,Alejandro_Toledo_0013.jpg,happiness
233,302,Alejandro_Toledo_0014.jpg,neutral
234,302,Alejandro_Toledo_0015.jpg,happiness
235,302,Alejandro_Toledo_0016.jpg,neutral
236,302,Alejandro_Toledo_0017.jpg,happiness
